movie_id,canonical_key,sources,num_sources,title,release_year,imdb_rating,imdb_votes,genre,description,poster_url,language,imdb_id
608,muselmann_2014.0,['imdb'],1,The Muselmann,2014.0,87.0,2718.0,"Drama, History, War","The film takes place in the winter of 1944 in a Nazi occupied concentration camp in Poland. Three survivors- Eli, Yaduik, and Zigney have managed to escape the madness of the concentration camp evacuations and death marches and remain hidden inside their barrack. Too terrified to go outside, the three of them wait for someone or something, to come. The Muselmann is a gritty Holocaust realism depicted through the narrow eyes of two survivors. At it's heart, the film is a horror-scape, a dialog of symbols, images, and emotions that underscore the Holocaust themes of dehumanization, isolation, brutality, and loss of faith. Embodying these qualities is Zigney, a frail remnant of a man, who haunts Eli and Yaduik, and reminds both of their fading humanity and impending fate.",http://ia.media-imdb.com/images/M/MV5BMTkwNDQ1MTM5MV5BMl5BanBnXkFtZTgwNjYwMjIzMDE@._V1_SX300.jpg,English                  ,tt3182898
609,african time_2014.0,['imdb'],1,African Time,2014.0,87.0,2718.0,Comedy,"""African Time"" is a phrase used to describe the relaxed attitude that many Africans exhibit towards time. It seems to have become a part of African culture in that most African events tend ...",http://ia.media-imdb.com/images/M/MV5BMTk2Mjc5NjAyOV5BMl5BanBnXkFtZTgwMTM1MDczMjE@._V1_SX300.jpg,English                  ,tt2584630
610,brads untitled restaurant project_2014.0,['imdb'],1,Brads Untitled Restaurant Project,2014.0,87.0,2718.0,Comedy,"'Brad's Untitled...' is a wild comedy that is really 8 films in one. It all takes place in a restaurant in a twenty-minute real time. However, during each section we see the other films in the background. With a rewind and a time stamp, we see how the background of one film becomes the lead of another over 90 minutes. The style is built by using one main camera and a dozen hidden cameras that creates a truly unique tapestry of visual storytelling. It all ties together when the audience learns that one person set all of this up for a very funny, but cruel practical joke. It was shot in 3 days for $15K, using 5 diverse directors and the actors from PAI Training.",http://ia.media-imdb.com/images/M/MV5BMjM2MDQxMTg1OV5BMl5BanBnXkFtZTgwOTE2NjM4MzE@._V1_SX300.jpg,English                  ,tt4102502
611,drive iii_2014.0,['imdb'],1,The Drive III,2014.0,87.0,2718.0,Drama,A Scott Shaw Zen Film Mind Ride.,http://ia.media-imdb.com/images/M/MV5BMTY1OTYzNTUyN15BMl5BanBnXkFtZTgwNjIxNDk1MTE@._V1_SX300.jpg,English                  ,tt3577980
612,on a country road_2014.0,['imdb'],1,On a Country Road,2014.0,87.0,2718.0,"Drama, Thriller","The Wounded Bird, a turn of the century painting, steeped in blood and misfortune, has turned up somewhere in Maine. It's presence alone, unknowingly brings four four people to meet their inescapable fate.",http://ia.media-imdb.com/images/M/MV5BMTc1MzAyODExNV5BMl5BanBnXkFtZTgwNzc5MTgyMjE@._V1_SX300.jpg,English                  ,tt3816536
613,running away into you_2012.0,['imdb'],1,Running Away Into You,2012.0,87.0,2718.0,Drama,This film is a slice of life drama that focuses on a couple who find themselves involved in an unplanned pregnancy. The couple faces social pressure and learns things about each others past that make them question if they will be able to stay together.,http://ia.media-imdb.com/images/M/MV5BMTg0OTg1ODYxN15BMl5BanBnXkFtZTcwMDQzNDI2Nw@@._V1_SX300.jpg,English                  ,tt2325949
614,pride of wall street_2012.0,['imdb'],1,The Pride of Wall Street,2012.0,87.0,2718.0,Comedy,A investigative journalist spends a day at one of the world's premiere investment banks.,http://ia.media-imdb.com/images/M/MV5BMTc3OTc1NDQyN15BMl5BanBnXkFtZTcwODEwODY0OA@@._V1_SX300.jpg,English                  ,tt2279370
615,signing out_2012.0,['imdb'],1,Signing Out,2012.0,87.0,2718.0,Comedy,"A support group designed to help people quit the biggest social network of all times, seems to be doing more harm than good.",http://ia.media-imdb.com/images/M/MV5BMTQ0Nzk1NzMyNl5BMl5BanBnXkFtZTgwMzMwOTk1MTE@._V1_SX300.jpg,English                  ,tt2381106
616,stenwyken_2012.0,['imdb'],1,Stenwyken,2012.0,87.0,2718.0,"Comedy, Horror, Thriller","Meet Samantha, she's having problems. So, she goes camping to 'clear her head' and walks right into the source of all her issues, and they are some BIG HAIRY issues.",http://ia.media-imdb.com/images/M/MV5BMTgzNjQwOTgyNV5BMl5BanBnXkFtZTgwMDY0NTA4MDE@._V1_SX300.jpg,English                  ,tt2870560
617,who killed aliyah_2012.0,['imdb'],1,Who Killed Aliyah,2012.0,87.0,2718.0,"Crime, Drama","While investigating the disappearance of teen Aliyah , investigator Herzog comes across her photo on the Internet. This photo leads him to the Black Brothers Movie Studio. Using Dostoevsky type deductive logic, Herzog discovers that the lives of the Studio Boss and that of his own are intertwined with the life of Aliyah. There are several side stories. All the shenanigans that happen behind the Blue Doors of the Movie Studio will keep you amused. This is a Detective Story. Theme is Crime and Punishment. It is definitely a Suspenseful Drama.",http://ia.media-imdb.com/images/M/MV5BMTUyOTMxNTY1NF5BMl5BanBnXkFtZTgwNDY0NzA2MDE@._V1_SX300.jpg,English                  ,tt2404298
618,inevitability_2012.0,['imdb'],1,Inevitability,2012.0,87.0,2718.0,Drama,"The life of Lawrence, a disabled man, who takes a day out of his life to tell the world how he copes with his disability.",http://ia.media-imdb.com/images/M/MV5BNDY4MjE1MzM1N15BMl5BanBnXkFtZTcwNDkzODM5Nw@@._V1_SX300.jpg,English                  ,tt2201414
619,falling frames_2012.0,['imdb'],1,Falling Frames,2012.0,87.0,2718.0,Drama,In Falling Frames the Director of this film finds himself in a precarious situation when a hapless character from his own movie kidnaps him in this surreal comedy. The Kidnapper demands that the Director write him a happy ending as he struggles to understand how he was able to break down the fourth wall and abduct the Director from the real world.Through their conversations the Director is forced to think more deeply about the character he has created and what happens when his creative vision gets away from him.,http://ia.media-imdb.com/images/M/MV5BMjM4ODgyNTkzMl5BMl5BanBnXkFtZTgwODMyNTY2MTE@._V1_SX300.jpg,English                  ,tt3474748
620,greatest american race_2012.0,['imdb'],1,The Greatest American Race,2012.0,87.0,2718.0,Comedy,"Remember when you weren't suppose to talk about religion & politics? Well, the niceties are over. We're delving into race, color, nativity, property, creed, previous condition of servitude, & other inappropriate stuff in this web-series following Mayor Maggie in her bid for presidency. Get ready for both sides of the aisle to be offended as this campaign kicks off.",http://ia.media-imdb.com/images/M/MV5BMTgxMzQyNDMyNF5BMl5BanBnXkFtZTcwODM4MDA5OA@@._V1_SX300.jpg,English                  ,tt2468650
621,bloody wings_2014.0,['imdb'],1,Bloody Wings,2014.0,87.0,2718.0,"Action, Comedy, Romance","A mysterious man is sent to protect a woman against her sister's attempts to have her killed. In the process, the man and woman fall in love.",http://ia.media-imdb.com/images/M/MV5BMTk1NDQwOTQ1Nl5BMl5BanBnXkFtZTgwMDgwNzY4MTE@._V1_SX300.jpg,English                  ,tt3743490
622,suppose the night tasted like sugar_2014.0,['imdb'],1,Suppose the Night Tasted Like Sugar,2014.0,87.0,2718.0,Drama,Suppose follows the unrelenting paranoia that besets a teenage girl after she overhears an idle threat leveled at her mother.,http://ia.media-imdb.com/images/M/MV5BMTQ1NTI2NjcwMl5BMl5BanBnXkFtZTgwODcxNzI2MTE@._V1_SX300.jpg,English                  ,tt2089820
623,if then scenario_2014.0,['imdb'],1,If Then Scenario,2014.0,87.0,2718.0,"Comedy, Drama, Romance","If-Then Scenarios are forms of thinking, aided by computer programming, to look at 'what if' variables. Two diametrically opposite individuals, Jordan Meyers - programming genius, and Mary Feller - psychologist, are thrown together by a U.S. Government contract. What ensues is the 'If-Then Scenario' unfolding of their growing relationship.",http://ia.media-imdb.com/images/M/MV5BMjEzMDk0ODM5NV5BMl5BanBnXkFtZTgwNDUwMzk4MjE@._V1_SX300.jpg,English                  ,tt2378728
624,brooklyn unemployed_2014.0,['imdb'],1,Brooklyn Unemployed,2014.0,87.0,2718.0,"Comedy, Drama",Brooklyn Unemployed is a feature film about a down on his luck comic writer trying to get a comic published and keep his shaky relationship afloat. One bad decision after the next causes this middle aged man-child to reassess his life and build the courage to move forward.,http://ia.media-imdb.com/images/M/MV5BMTY3MjU1MDQ0MF5BMl5BanBnXkFtZTgwMTE2Njk2MTE@._V1_SX300.jpg,English                  ,tt3163468
625,bullitt and the curse of the blood ring_2014.0,['imdb'],1,Bullitt and the Curse of the Blood Ring,2014.0,87.0,2718.0,Horror,"In order to stop a Vampire's murderous rampage; Bullitt, a paranormal investigator must find and return the blood ring to its rightful owner before everyone he knows and loves is killed.",http://ia.media-imdb.com/images/M/MV5BMjAyNjQxNzY4N15BMl5BanBnXkFtZTgwMzg4NzYyMjE@._V1_SX300.jpg,English                  ,tt3877230
626,people who hurt_2014.0,['imdb'],1,People Who Hurt,2014.0,87.0,2718.0,"Drama, Romance","""People Who Hurt"" is a tale about the complex relationship between a father and his daughter, a story about a broken and dysfunctional family, and an unusual friendship that threatens to tear everything apart.",http://ia.media-imdb.com/images/M/MV5BNzM1Mjg0MTA4MV5BMl5BanBnXkFtZTgwNDI3Nzc1MjE@._V1_SX300.jpg,English                  ,tt3717070
627,alex dreaming_2012.0,['imdb'],1,Alex Dreaming,2012.0,87.0,2718.0,"Comedy, Drama, Romance","Despite mental illness, a Vietnam vet builds a successful career. Amid depression post retirement he meets his dream woman, is nominated for a ten million dollar Presidential award and is pursued by killers. Alex narrates from beyond the grave.",http://ia.media-imdb.com/images/M/MV5BNDEwNDQwMjI0N15BMl5BanBnXkFtZTcwNjM0OTg1OQ@@._V1_SX300.jpg,English                  ,tt2415380
628,unwitting victims_2012.0,['imdb'],1,Unwitting Victims,2012.0,87.0,2718.0,Drama,"Jacob Tallier & Warren Cuban are college buddies, dating girls, having fun, going to college games. Life is fun. BUT then they have a LIFE EXPERIENCE, and must figure out how to get through it. Things are bad. Decisions have to be made so they can still stay in college and life a good life. Sometimes when things go really bad all you have is your faith and belief that it will get better. Luckily have great friends who have several different solutions to their MASSIVE DILEMNA!",http://ia.media-imdb.com/images/M/MV5BMjE2NjA4NjEyM15BMl5BanBnXkFtZTcwNDIyNDg4OA@@._V1_SX300.jpg,English                  ,tt2157660
629,pablo steel_2014.0,['imdb'],1,Pablo Steel,2014.0,87.0,2718.0,Comedy,"A best friend cheater movie. Pablo Steel is a failing internet talk show host with an eccentric group of characters that revolve around his delusion talk show world. Pablo is in an existential crisis questioning the value of spending so much time with an obsessed number one fan. His old best friend, also his ex band leader, quit the show and is making derogatory Facebook videos about him. Meanwhile his right hand man Lou Green, who does movie reviews, is questioning his serious Shakespearean acting commitment ever since he met the unbelievably talented improviser from France named Rober LeRoux. When Pablo decides he wants to be best friends with Rober and ditch his number one fan, feelings are hurt and trouble ensues.",http://ia.media-imdb.com/images/M/MV5BMTgwMzE4NjAzNl5BMl5BanBnXkFtZTgwMDU0Mzk2MDE@._V1_SX300.jpg,English                  ,tt3336534
630,mayo conspiracy_2014.0,['imdb'],1,The Mayo Conspiracy,2014.0,87.0,2718.0,Comedy,"When an intrepid journalist, CRAIG HORWITZ, meets up with M, a mysterious whistle-blower from the Mayonnaise lobby, he is taken down a dark historical path from France, to Nazi Germany, and then through the depths of culinary hell. Horwitz starts to fully comprehend the stranglehold this maniacal industry has on modern American politics, revealing a much larger truth to his investigation: It's no longer just about what this condiment is doing to our body. It's about what it's doing to our country! How high does it go? How low does it go? The only certainty now to this anti-mayonnaise crusader is that Big Mayo must be stopped in order to contain the white plague.",http://ia.media-imdb.com/images/M/MV5BMTU2NzIyODIyNF5BMl5BanBnXkFtZTgwNzI5ODMzMDE@._V1_SX300.jpg,English                  ,tt2952984
631,latents_2014.0,['imdb'],1,The Latents,2014.0,87.0,2718.0,"Adventure, Comedy, Drama","When up and coming actors, Roger and Jennifer, grab dinner after shooting a scene of a movie, they find themselves observing and talking about some of the other patrons in the restaurant; otherwise known as 'people watching.' As Roger and Jennifer continue to talk about certain individuals, we move past their assumptions and find out, who these individuals are actually like. A runner, Tevin; a couple on a date; Casey and Mark; and a lonely man; Lars, unknowingly intertwine to bring upon a small amount of chaos, which eventually circles back to Roger and Jennifer.",http://ia.media-imdb.com/images/M/MV5BMTY5ODc5MDM3MF5BMl5BanBnXkFtZTgwMzYxODc3MTE@._V1_SX300.jpg,English                  ,tt3676876
632,mixed emulsions_2014.0,['imdb'],1,Mixed Emulsions,2014.0,87.0,2718.0,"Drama, Romance","As a kid, Mark Eastman dreamed of becoming a filmmaker. As he grew up, he instead focused on a different passion: working for NASA. However, in late 1972, the Apollo moon program is rapidly drawing to a close and NASA begins downsizing its workforce. Laid off from his dream job, Mark Eastman departs on a road trip to California in hopes of finding new work. Along the way, he runs into a beautiful young photographer named Nora Vaughn. With his trusty super8 camera beside him, she takes him on an adventure through the rugged beauty of the American Southwest where he rediscovers his passion for filmmaking and changes his life forever.",http://ia.media-imdb.com/images/M/MV5BMjIzMjIzODc2OF5BMl5BanBnXkFtZTgwMDczNjM4MzE@._V1_SX300.jpg,English                  ,tt4287552
